Start,End,Status,Comments
2020-01-12T21:11:44.944673Z,2020-01-12T21:11:44.944673Z,toilet,
2020-01-12T22:43:36.992178Z,2020-01-12T22:43:36.992178Z,snack,
2020-01-13T03:53:11.256724Z,2020-01-13T03:53:11.256724Z,lights off,
2020-01-13T04:09:20.723387Z,2020-01-13T04:09:20.723387Z,in bed,
2020-01-13T04:49:26.851649Z,2020-01-13T12:14:40.493184Z,asleep,
2020-01-13T09:21:39.713314Z,2020-01-13T09:21:39.713314Z,night noise,
2020-01-13T13:02:39.241112Z,2020-01-13T13:02:39.241112Z,out of bed,
2020-01-13T13:07:39.241112Z,2020-01-13T13:07:39.241112Z,caffeine,
2020-01-13T13:07:39.241112Z,2020-01-13T13:07:39.241112Z,chocolate,
2020-01-13T13:47:30.683534Z,2020-01-13T13:47:30.683534Z,meal,breakfast
2020-01-13T13:47:30.683534Z,2020-01-13T13:47:30.683534Z,drink,with breakfast
2020-01-13T21:22:53.812548Z,2020-01-13T21:22:53.812548Z,snack,
2020-01-14T03:31:00.203040Z,2020-01-14T03:31:00.203040Z,sleep aid,
2020-01-14T04:17:32.638096Z,2020-01-14T04:17:32.638096Z,lights off,
2020-01-14T04:23:51.901018Z,2020-01-14T04:23:51.901018Z,in bed,
2020-01-14T04:33:02.499029Z,2020-01-14T13:23:16.012791Z,asleep,
2020-01-14T14:36:56.980685Z,2020-01-14T14:36:56.980685Z,out of bed,
2020-01-14T14:41:56.980685Z,2020-01-14T14:41:56.980685Z,caffeine,
2020-01-14T14:52:42.679893Z,2020-01-14T14:52:42.679893Z,meal,breakfast
2020-01-14T17:30:13.474324Z,2020-01-14T17:30:13.474324Z,meal,lunch
2020-01-14T21:04:31.720819Z,2020-01-14T21:04:31.720819Z,chocolate,
2020-01-14T23:29:42.903715Z,2020-01-14T23:29:42.903715Z,meal,dinner
2020-01-15T03:59:29.629820Z,2020-01-15T03:59:29.629820Z,in bed,
2020-01-15T04:10:18.265762Z,2020-01-15T13:12:44.721957Z,asleep,
2020-01-15T04:10:18.265762Z,2020-01-15T04:10:18.265762Z,lights off,
2020-01-15T13:18:04.930474Z,2020-01-15T13:18:04.930474Z,out of bed,
2020-01-15T13:23:04.930474Z,2020-01-15T13:23:04.930474Z,meal,breakfast
2020-01-15T13:23:04.930474Z,2020-01-15T13:23:04.930474Z,drink,with breakfast
2020-01-15T17:05:31.098655Z,2020-01-15T17:05:31.098655Z,meal,lunch
2020-01-15T19:59:26.054616Z,2020-01-15T19:59:26.054616Z,toilet,
2020-01-15T22:26:29.035016Z,2020-01-15T22:26:29.035016Z,toilet,
2020-01-15T22:31:54.926926Z,2020-01-15T22:31:54.926926Z,meal,dinner
2020-01-16T00:09:16.478828Z,2020-01-16T00:09:16.478828Z,snack,
2020-01-16T01:42:42.651588Z,2020-01-16T01:42:42.651588Z,caffeine,
2020-01-16T03:17:18.004917Z,2020-01-16T03:17:18.004917Z,lights off,
2020-01-16T03:41:42.488263Z,2020-01-16T03:41:42.488263Z,in bed,
2020-01-16T03:42:11.081385Z,2020-01-16T10:07:30.055069Z,asleep,
2020-01-16T10:49:06.237499Z,2020-01-16T10:49:06.237499Z,out of bed,
2020-01-16T11:11:53.953056Z,2020-01-16T11:11:53.953056Z,meal,breakfast
2020-01-16T11:11:53.953056Z,2020-01-16T11:11:53.953056Z,drink,with breakfast
2020-01-16T12:45:50.640166Z,2020-01-16T12:45:50.640166Z,caffeine,
2020-01-16T12:58:17.648449Z,2020-01-16T12:58:17.648449Z,toilet,
2020-01-16T13:39:30.667345Z,2020-01-16T13:39:30.667345Z,meal,lunch
2020-01-16T16:57:24.004738Z,2020-01-16T16:57:24.004738Z,meal,dinner
2020-01-16T22:28:00.086649Z,2020-01-16T22:28:00.086649Z,snack,
2020-01-17T00:29:52.459678Z,2020-01-17T00:29:52.459678Z,toilet,
2020-01-17T02:07:23.726363Z,2020-01-17T02:07:23.726363Z,sleep aid,
2020-01-17T03:00:31.880566Z,2020-01-17T03:00:31.880566Z,in bed,
2020-01-17T03:31:33.655770Z,2020-01-17T03:31:33.655770Z,lights off,
2020-01-17T03:46:30.954371Z,2020-01-17T12:02:36.411460Z,asleep,
2020-01-17T12:19:28.580828Z,2020-01-17T12:19:28.580828Z,out of bed,
2020-01-17T12:46:48.415079Z,2020-01-17T12:46:48.415079Z,meal,breakfast
2020-01-17T12:46:48.415079Z,2020-01-17T12:46:48.415079Z,drink,with breakfast
2020-01-17T13:55:36.390293Z,2020-01-17T13:55:36.390293Z,caffeine,
2020-01-17T15:48:13.625639Z,2020-01-17T15:48:13.625639Z,snack,
2020-01-17T15:51:17.449392Z,2020-01-17T15:51:17.449392Z,meal,lunch
2020-01-17T17:12:32.162567Z,2020-01-17T17:12:32.162567Z,chocolate,
2020-01-17T19:34:55.929051Z,2020-01-17T19:34:55.929051Z,meal,dinner
2020-01-18T01:28:46.377052Z,2020-01-18T01:28:46.377052Z,sleep aid,
2020-01-18T01:50:29.795249Z,2020-01-18T01:50:29.795249Z,lights off,
2020-01-18T02:07:46.080258Z,2020-01-18T02:07:46.080258Z,in bed,
2020-01-18T02:59:49.588425Z,2020-01-18T10:51:55.549984Z,asleep,
2020-01-18T11:32:11.871994Z,2020-01-18T11:32:11.871994Z,out of bed,
2020-01-18T12:20:18.038328Z,2020-01-18T12:20:18.038328Z,drink,with breakfast
2020-01-18T14:39:19.051374Z,2020-01-18T14:39:19.051374Z,caffeine,
2020-01-18T16:32:50.947419Z,2020-01-18T16:32:50.947419Z,chocolate,
2020-01-18T20:48:16.180027Z,2020-01-18T20:48:16.180027Z,meal,dinner
2020-01-18T21:13:03.411817Z,2020-01-18T21:13:03.411817Z,snack,
2020-01-19T04:22:00.810941Z,2020-01-19T04:22:00.810941Z,lights off,
2020-01-19T04:40:29.167224Z,2020-01-19T04:40:29.167224Z,in bed,
2020-01-19T05:05:18.624681Z,2020-01-19T13:27:41.662586Z,asleep,
2020-01-19T13:56:57.065044Z,2020-01-19T13:56:57.065044Z,out of bed,
2020-01-19T14:09:45.040868Z,2020-01-19T14:09:45.040868Z,meal,breakfast
2020-01-19T16:52:55.210325Z,2020-01-19T16:52:55.210325Z,meal,lunch
2020-01-19T17:33:01.744730Z,2020-01-19T17:33:01.744730Z,chocolate,
2020-01-19T19:50:21.749372Z,2020-01-19T19:50:21.749372Z,meal,dinner
2020-01-19T20:52:04.221441Z,2020-01-19T20:52:04.221441Z,caffeine,
2020-01-20T00:40:15.483502Z,2020-01-20T00:40:15.483502Z,snack,
2020-01-20T03:48:28.844701Z,2020-01-20T03:48:28.844701Z,sleep aid,
2020-01-20T04:32:17.132868Z,2020-01-20T04:32:17.132868Z,lights off,
2020-01-20T04:42:46.111658Z,2020-01-20T04:42:46.111658Z,in bed,
2020-01-20T04:54:47.318347Z,2020-01-20T11:57:28.697877Z,asleep,
2020-01-20T12:27:44.823842Z,2020-01-20T12:27:44.823842Z,out of bed,
2020-01-20T13:16:26.268442Z,2020-01-20T13:16:26.268442Z,meal,breakfast
2020-01-20T13:16:26.268442Z,2020-01-20T13:16:26.268442Z,drink,with breakfast
2020-01-20T14:12:18.101238Z,2020-01-20T14:12:18.101238Z,caffeine,
2020-01-20T16:24:06.569971Z,2020-01-20T16:24:06.569971Z,meal,lunch
2020-01-20T17:38:33.752439Z,2020-01-20T17:38:33.752439Z,chocolate,
2020-01-20T18:54:26.322106Z,2020-01-20T18:54:26.322106Z,snack,
2020-01-20T21:00:27.728813Z,2020-01-20T21:00:27.728813Z,alcohol,
2020-01-20T21:15:28.168753Z,2020-01-20T21:15:28.168753Z,meal,dinner
2020-01-20T21:28:31.452342Z,2020-01-20T21:28:31.452342Z,toilet,
2020-01-21T01:43:13.287154Z,2020-01-21T01:43:13.287154Z,sleep aid,
2020-01-21T02:44:05.480067Z,2020-01-21T02:44:05.480067Z,in bed,
2020-01-21T02:45:35.167765Z,2020-01-21T02:45:35.167765Z,lights off,
2020-01-21T04:13:22.041540Z,2020-01-21T11:59:02.441308Z,asleep,
2020-01-21T12:22:13.356264Z,2020-01-21T12:22:13.356264Z,out of bed,
2020-01-21T12:27:13.356264Z,2020-01-21T12:27:13.356264Z,chocolate,
2020-01-21T13:09:35.055583Z,2020-01-21T13:09:35.055583Z,meal,breakfast
2020-01-21T13:09:35.055583Z,2020-01-21T13:09:35.055583Z,drink,with breakfast
2020-01-21T15:45:25.989040Z,2020-01-21T15:45:25.989040Z,meal,lunch
2020-01-21T20:30:12.346916Z,2020-01-21T20:30:12.346916Z,meal,dinner
2020-01-22T01:26:18.036465Z,2020-01-22T01:26:18.036465Z,snack,
2020-01-22T03:51:16.604294Z,2020-01-22T03:51:16.604294Z,lights off,
2020-01-22T04:29:43.785556Z,2020-01-22T04:29:43.785556Z,in bed,
2020-01-22T04:57:58.002171Z,2020-01-22T11:06:52.405620Z,asleep,
2020-01-22T11:45:47.881227Z,2020-01-22T11:45:47.881227Z,out of bed,
2020-01-22T12:33:52.396879Z,2020-01-22T12:33:52.396879Z,meal,breakfast
2020-01-22T12:33:52.396879Z,2020-01-22T12:33:52.396879Z,drink,with breakfast
2020-01-22T13:17:57.166071Z,2020-01-22T13:17:57.166071Z,chocolate,
2020-01-22T15:35:25.626827Z,2020-01-22T15:35:25.626827Z,snack,
2020-01-22T15:35:53.851648Z,2020-01-22T15:35:53.851648Z,toilet,
2020-01-22T15:42:04.241102Z,2020-01-22T15:42:04.241102Z,meal,lunch
2020-01-22T15:53:07.606392Z,2020-01-22T15:53:07.606392Z,caffeine,
2020-01-22T19:46:55.789907Z,2020-01-22T19:46:55.789907Z,meal,dinner
2020-01-23T03:11:15.906857Z,2020-01-23T03:11:15.906857Z,in bed,
2020-01-23T03:20:16.085681Z,2020-01-23T03:20:16.085681Z,lights off,
2020-01-23T03:31:52.496036Z,2020-01-23T11:19:53.670569Z,asleep,
2020-01-23T11:37:26.133889Z,2020-01-23T11:37:26.133889Z,out of bed,
2020-01-23T11:37:26.133889Z,2020-01-23T11:37:26.133889Z,toilet,
2020-01-23T11:51:41.850833Z,2020-01-23T11:51:41.850833Z,meal,breakfast
2020-01-23T11:51:41.850833Z,2020-01-23T11:51:41.850833Z,drink,with breakfast
2020-01-23T14:26:18.886315Z,2020-01-23T14:26:18.886315Z,meal,lunch
2020-01-23T16:27:56.376835Z,2020-01-23T16:27:56.376835Z,caffeine,
2020-01-23T16:51:17.850779Z,2020-01-23T16:51:17.850779Z,snack,
2020-01-23T19:49:08.819304Z,2020-01-23T19:49:08.819304Z,meal,dinner
2020-01-23T19:52:57.790417Z,2020-01-23T19:52:57.790417Z,chocolate,
2020-01-24T07:03:18.387237Z,2020-01-24T07:03:18.387237Z,in bed,
2020-01-24T07:12:27.862873Z,2020-01-24T07:12:27.862873Z,lights off,
2020-01-24T07:22:37.412175Z,2020-01-24T15:34:46.797150Z,asleep,
2020-01-24T16:21:15.067010Z,2020-01-24T16:21:15.067010Z,out of bed,
2020-01-24T16:26:15.067010Z,2020-01-24T16:26:15.067010Z,caffeine,
2020-01-24T16:26:15.067010Z,2020-01-24T16:26:15.067010Z,chocolate,
2020-01-24T16:53:11.399196Z,2020-01-24T16:53:11.399196Z,meal,breakfast
2020-01-24T16:53:11.399196Z,2020-01-24T16:53:11.399196Z,drink,with breakfast
2020-01-25T00:25:18.310866Z,2020-01-25T00:25:18.310866Z,meal,dinner
2020-01-25T03:02:06.419661Z,2020-01-25T03:02:06.419661Z,snack,
2020-01-25T03:57:35.285726Z,2020-01-25T12:13:03.280640Z,asleep,
2020-01-25T03:57:35.285726Z,2020-01-25T03:57:35.285726Z,in bed,
2020-01-25T03:57:35.285726Z,2020-01-25T03:57:35.285726Z,lights off,
2020-01-25T05:43:59.679475Z,2020-01-25T05:43:59.679475Z,night noise,
2020-01-25T13:14:38.564955Z,2020-01-25T13:14:38.564955Z,out of bed,
2020-01-25T14:08:14.392446Z,2020-01-25T14:08:14.392446Z,meal,breakfast
2020-01-25T14:08:14.392446Z,2020-01-25T14:08:14.392446Z,drink,with breakfast
2020-01-25T16:16:10.090502Z,2020-01-25T16:16:10.090502Z,meal,lunch
2020-01-25T17:46:13.037163Z,2020-01-25T17:46:13.037163Z,caffeine,
2020-01-25T19:25:25.884523Z,2020-01-25T19:25:25.884523Z,toilet,
2020-01-25T22:57:16.654063Z,2020-01-25T22:57:16.654063Z,snack,
2020-01-26T04:06:07.977061Z,2020-01-26T04:06:07.977061Z,sleep aid,
2020-01-26T05:02:31.020451Z,2020-01-26T05:02:31.020451Z,in bed,
2020-01-26T05:20:24.690037Z,2020-01-26T05:20:24.690037Z,lights off,
2020-01-26T05:40:26.860519Z,2020-01-26T13:11:49.403337Z,asleep,
2020-01-26T07:53:45.612846Z,2020-01-26T07:53:45.612846Z,night noise,
2020-01-26T13:38:47.257862Z,2020-01-26T13:38:47.257862Z,out of bed,
2020-01-26T13:43:47.257862Z,2020-01-26T13:43:47.257862Z,chocolate,
2020-01-26T13:52:42.580911Z,2020-01-26T13:52:42.580911Z,meal,breakfast
2020-01-26T15:25:07.837828Z,2020-01-26T15:25:07.837828Z,toilet,
2020-01-27T00:41:18.819473Z,2020-01-27T00:41:18.819473Z,alcohol,
2020-01-27T02:55:11.662233Z,2020-01-27T02:55:11.662233Z,sleep aid,
2020-01-27T03:28:52.258391Z,2020-01-27T03:28:52.258391Z,in bed,
2020-01-27T03:30:22.908042Z,2020-01-27T12:30:09.893597Z,asleep,
2020-01-27T03:30:22.908042Z,2020-01-27T03:30:22.908042Z,lights off,
2020-01-27T13:05:39.765952Z,2020-01-27T13:05:39.765952Z,out of bed,
2020-01-27T13:41:18.773128Z,2020-01-27T13:41:18.773128Z,drink,with breakfast
2020-01-27T16:35:23.951726Z,2020-01-27T16:35:23.951726Z,meal,lunch
2020-01-27T17:16:32.899635Z,2020-01-27T17:16:32.899635Z,caffeine,
2020-01-27T18:06:51.482119Z,2020-01-27T18:06:51.482119Z,snack,
2020-01-27T21:16:00.031738Z,2020-01-27T21:16:00.031738Z,chocolate,
2020-01-27T23:13:37.598038Z,2020-01-27T23:13:37.598038Z,toilet,
2020-01-28T04:16:47.418723Z,2020-01-28T04:16:47.418723Z,sleep aid,
2020-01-28T04:56:11.231890Z,2020-01-28T04:56:11.231890Z,lights off,
2020-01-28T05:19:22.180942Z,2020-01-28T05:19:22.180942Z,in bed,
2020-01-28T05:48:04.465110Z,2020-01-28T13:23:37.335229Z,asleep,
2020-01-28T13:49:04.510192Z,2020-01-28T13:49:04.510192Z,out of bed,
2020-01-28T14:25:28.403157Z,2020-01-28T14:25:28.403157Z,drink,with breakfast
2020-01-28T16:54:20.919859Z,2020-01-28T16:54:20.919859Z,meal,lunch
2020-01-28T18:13:49.637755Z,2020-01-28T18:13:49.637755Z,chocolate,
2020-01-28T21:32:06.246513Z,2020-01-28T21:32:06.246513Z,snack,
2020-01-28T23:22:52.631668Z,2020-01-28T23:22:52.631668Z,meal,dinner
2020-01-29T00:12:36.720279Z,2020-01-29T00:12:36.720279Z,caffeine,
2020-01-29T03:51:05.981134Z,2020-01-29T03:51:05.981134Z,lights off,
2020-01-29T03:55:43.992427Z,2020-01-29T03:55:43.992427Z,in bed,
2020-01-29T04:50:02.932031Z,2020-01-29T12:02:19.096559Z,asleep,
2020-01-29T12:36:46.970998Z,2020-01-29T12:36:46.970998Z,out of bed,
2020-01-29T13:01:42.926348Z,2020-01-29T13:01:42.926348Z,meal,breakfast
2020-01-29T13:01:42.926348Z,2020-01-29T13:01:42.926348Z,drink,with breakfast
2020-01-29T16:24:05.584760Z,2020-01-29T16:24:05.584760Z,meal,lunch
2020-01-29T18:08:08.066111Z,2020-01-29T18:08:08.066111Z,snack,
2020-01-29T18:53:42.627210Z,2020-01-29T18:53:42.627210Z,caffeine,
2020-01-29T20:18:31.298365Z,2020-01-29T20:18:31.298365Z,meal,dinner
2020-01-30T01:10:39.120631Z,2020-01-30T01:10:39.120631Z,chocolate,
2020-01-30T04:35:13.486179Z,2020-01-30T04:35:13.486179Z,lights off,
2020-01-30T04:58:12.091230Z,2020-01-30T04:58:12.091230Z,in bed,
2020-01-30T05:33:22.740038Z,2020-01-30T15:23:51.240553Z,asleep,
2020-01-30T15:40:03.575632Z,2020-01-30T15:40:03.575632Z,out of bed,
2020-01-30T15:44:00.259045Z,2020-01-30T15:44:00.259045Z,toilet,
2020-01-30T15:45:03.575632Z,2020-01-30T15:45:03.575632Z,chocolate,
2020-01-30T16:00:26.651868Z,2020-01-30T16:00:26.651868Z,meal,breakfast
2020-01-30T19:56:35.203951Z,2020-01-30T19:56:35.203951Z,meal,lunch
